id	subject	predicate	object	knowledge_level	agent_type	primary_knowledge_source	publications	role	concentration_value	concentration_unit	organoid_type	evidence
PMC:12775872--mentions--CHEBI:91091	PMC:12775872	biolink:mentions	CHEBI:91091	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12775872	agonist			other	
PMC:12775872--mentions--NCBIGene:482208	PMC:12775872	biolink:mentions	NCBIGene:482208	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12775872	agonist			other	
PMC:12775872--mentions--NCBIGene:397491	PMC:12775872	biolink:mentions	NCBIGene:397491	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12775872	growth factor			other	supplemented with IGF1, BDNF, and NT3
PMC:12775872--mentions--NCBIGene:397495	PMC:12775872	biolink:mentions	NCBIGene:397495	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12775872	growth factor			other	supplemented with IGF1, BDNF, and NT3
PMC:12775872--mentions--NCBIGene:5067522	PMC:12775872	biolink:mentions	NCBIGene:5067522	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12775872	growth factor			other	supplemented with IGF1, BDNF, and NT3
PMC:12777511--mentions--NCBIGene:1950	PMC:12777511	biolink:mentions	NCBIGene:1950	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12777511	growth factor	50.0	ng/mL	intestinal	Human recombinant EGF Invitrogen, PMG8043 50 ng/mL
PMC:12777511--mentions--CHEBI:233322	PMC:12777511	biolink:mentions	CHEBI:233322	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12777511		500.0	nM	intestinal	A‐83‐01 Tocris, 2939 500 nM
PMC:12777511--mentions--CHEBI:79090	PMC:12777511	biolink:mentions	CHEBI:79090	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12777511		10.0	μM	intestinal	SB202190 Tocris, 1264 10 μM
PMC:12777511--mentions--CHEBI:91091	PMC:12777511	biolink:mentions	CHEBI:91091	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12777511		10.0	μM	intestinal	CHIR99021 Sigma‐Aldrich, SML1046 10 μM
PMC:12777511--mentions--CHEBI:75393	PMC:12777511	biolink:mentions	CHEBI:75393	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12777511		10.0	μM	intestinal	Y‐27632 dihydrochloride Tocris, 1254 10 μM
PMC:12779562--mentions--NCBIGene:100113425	PMC:12779562	biolink:mentions	NCBIGene:100113425	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12779562	differentiation			other	using BMP4 and Activin A improved yields to >30% hPSC-CMs
PMC:12779562--mentions--CHEBI:81351	PMC:12779562	biolink:mentions	CHEBI:81351	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12779562	differentiation			other	using BMP4 and Activin A improved yields to >30% hPSC-CMs
PMC:12779562--mentions--NCBIGene:100641115	PMC:12779562	biolink:mentions	NCBIGene:100641115	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12779562	activation			other	Sequential Wnt/β-catenin activation (days 0-1) followed by inhibition (days 3–5) now routinely yields >90% hPSC-CMs
PMC:12779562--mentions--CHEBI:26536	PMC:12779562	biolink:mentions	CHEBI:26536	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12779562	inhibition			other	ventricular specification is promoted by retinoic acid (RA) inhibition or modifying BMP4 and Activin A levels
PMC:12779562--mentions--NCBIGene:100313715	PMC:12779562	biolink:mentions	NCBIGene:100313715	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12779562				other	
PMC:12779562--mentions--NCBIGene:397497	PMC:12779562	biolink:mentions	NCBIGene:397497	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12779562				other	
PMC:12779562--mentions--CHEBI:91091	PMC:12779562	biolink:mentions	CHEBI:91091	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12779562				other	
PMC:12784959--mentions--NCBIGene:100641115	PMC:12784959	biolink:mentions	NCBIGene:100641115	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12784959	signaling pathway			other	precise regulation of key signaling pathways such as WNT, BMP, TGFβ, and FGF
PMC:12784959--mentions--NCBIGene:113204831	PMC:12784959	biolink:mentions	NCBIGene:113204831	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12784959	signaling pathway			other	precise regulation of key signaling pathways such as WNT, BMP, TGFβ, and FGF
PMC:12784959--mentions--PUBCHEM.COMPOUND:155011957	PMC:12784959	biolink:mentions	PUBCHEM.COMPOUND:155011957	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12784959	signaling pathway			other	precise regulation of key signaling pathways such as WNT, BMP, TGFβ, and FGF
PMC:12784959--mentions--NCBIGene:582058	PMC:12784959	biolink:mentions	NCBIGene:582058	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12784959	signaling pathway			other	precise regulation of key signaling pathways such as WNT, BMP, TGFβ, and FGF
PMC:12789371--mentions--PR:000007489	PMC:12789371	biolink:mentions	PR:000007489	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12789371	induction			cerebral	followed by co-treatment with fibroblast growth factor-2 and LDN-193189 to induce the development of the otic-epibranchial progenitor domain
PMC:12789371--mentions--CHEBI:91108	PMC:12789371	biolink:mentions	CHEBI:91108	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12789371	induction			cerebral	induced the formation of non-neural ectoderm using Matrigel, fibroblast growth factor-2, and SB-431542
PMC:12789371--mentions--CHEBI:91387	PMC:12789371	biolink:mentions	CHEBI:91387	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12789371	induction			cerebral	followed by co-treatment with fibroblast growth factor-2 and LDN-193189 to induce the development of the otic-epibranchial progenitor domain
PMC:12789371--mentions--CHEBI:91091	PMC:12789371	biolink:mentions	CHEBI:91091	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12789371	proliferation			cerebral	supplementing the proliferation medium with CHIR99021 and lysophosphatidic acid maximizes progenitor cell sphere formation
PMC:12789371--mentions--CHEBI:132742	PMC:12789371	biolink:mentions	CHEBI:132742	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12789371	proliferation			cerebral	supplementing the proliferation medium with CHIR99021 and lysophosphatidic acid maximizes progenitor cell sphere formation
PMC:12790742--mentions--NCBIGene:399503	PMC:12790742	biolink:mentions	NCBIGene:399503	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12790742	maintenance	1000.0	U/mL	other	1,000 U/mL LIF
PMC:12790742--mentions--CHEBI:88249	PMC:12790742	biolink:mentions	CHEBI:88249	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12790742	maintenance	1.0	μM	other	1 μM PD0325901
PMC:12790742--mentions--CHEBI:91091	PMC:12790742	biolink:mentions	CHEBI:91091	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12790742	maturation	3.0	μM	other	3 μM CHIR99021
PMC:12790742--mentions--NCBIGene:100113425	PMC:12790742	biolink:mentions	NCBIGene:100113425	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12790742	differentiation	10.0	ng/mL	other	10 ng/mL BMP4
PMC:12790742--mentions--CHEBI:87461	PMC:12790742	biolink:mentions	CHEBI:87461	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12790742	inhibition	3.0	μM	other	3 μM SIS3
PMC:12790742--mentions--CHEBI:190969	PMC:12790742	biolink:mentions	CHEBI:190969	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12790742	inhibition	1.0	μM	other	1 μM RepSox
PMC:12790742--mentions--CHEBI:91387	PMC:12790742	biolink:mentions	CHEBI:91387	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12790742	differentiation	1.0	μM	other	1 μM LDN193189
PMC:12790742--mentions--NCBIGene:443306	PMC:12790742	biolink:mentions	NCBIGene:443306	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12790742	differentiation	100.0	ng/mL	other	100 ng/mL FGF2
PMC:12790742--mentions--Cellosaurus:CVCL_6516	PMC:12790742	biolink:mentions	Cellosaurus:CVCL_6516	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12790742				other	
PMC:12790745--mentions--CHEBI:92773	PMC:12790745	biolink:mentions	CHEBI:92773	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12790745	viability	20.0	μM	other	resuspended in StemFit AK02N medium supplemented with 20 μM Y27632
PMC:12790745--mentions--CHEBI:91108	PMC:12790745	biolink:mentions	CHEBI:91108	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12790745	inhibitor	10.0	μM	other	supplemented with 10 μM SB431542
PMC:12790745--mentions--NCBIGene:100113425	PMC:12790745	biolink:mentions	NCBIGene:100113425	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12790745	signaling	10.0	ng/mL	other	
PMC:12790745--mentions--NCBIGene:397281	PMC:12790745	biolink:mentions	NCBIGene:397281	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12790745	signaling	100.0	ng/mL	other	supplemented with 100 ng/mL FGF7
PMC:12790745--mentions--NCBIGene:100525086	PMC:12790745	biolink:mentions	NCBIGene:100525086	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12790745	signaling	200.0	ng/mL	other	
PMC:12790745--mentions--NCBIGene:1950	PMC:12790745	biolink:mentions	NCBIGene:1950	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12790745	signaling	10.0	ng/mL	other	
PMC:12795959--mentions--CHEBI:81351	PMC:12795959	biolink:mentions	CHEBI:81351	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12795959	induction	100.0	ng/mL	intestinal	DMEM/F12 with 100ng/mL Activin A
PMC:12795959--mentions--NCBIGene:100113425	PMC:12795959	biolink:mentions	NCBIGene:100113425	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12795959	induction	30.0	ng/mL	intestinal	DMEM/F12, 30ng/mL BMP4
PMC:12795959--mentions--NCBIGene:118152209	PMC:12795959	biolink:mentions	NCBIGene:118152209	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12795959	induction	10.0	ng/mL	intestinal	
PMC:12795959--mentions--NCBIGene:100136118	PMC:12795959	biolink:mentions	NCBIGene:100136118	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12795959	induction	50.0	ng/mL	intestinal	
PMC:12795959--mentions--CHEBI:64211	PMC:12795959	biolink:mentions	CHEBI:64211	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12795959	induction	200.0	µM	intestinal	
PMC:12795959--mentions--CHEBI:93891	PMC:12795959	biolink:mentions	CHEBI:93891	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12795959	induction	2.0	µM	intestinal	
PMC:12795959--mentions--CHEBI:91108	PMC:12795959	biolink:mentions	CHEBI:91108	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12795959	induction	10.0	µM	intestinal	EC 1 st induction medium (StemPro complete medium containing 1X Glutamax, 200ng/mL VEGF, 200µM 8-Br-cAMP, 2µM Forskolin, and 10µM SB431542)
PMC:12801665--mentions--NCBIGene:608860	PMC:12801665	biolink:mentions	NCBIGene:608860	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12801665	promote			other	modulation of signaling pathways like Sonic Hedgehog (SHH) and Wnt during organoid generation can promote the formation of ventral otic progenitors
PMC:12801665--mentions--NCBIGene:100641115	PMC:12801665	biolink:mentions	NCBIGene:100641115	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12801665	promote			other	modulation of signaling pathways like Sonic Hedgehog (SHH) and Wnt during organoid generation can promote the formation of ventral otic progenitors
PMC:12804188--mentions--CHEBI:91091	PMC:12804188	biolink:mentions	CHEBI:91091	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12804188	differentiation	1.0	µM	lung	CHIR99021 (1 µM)
PMC:12804188--mentions--CHEBI:64103	PMC:12804188	biolink:mentions	CHEBI:64103	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12804188	differentiation	0.125	mM	lung	sodium butyrate (0.125 mM)
PMC:12804188--mentions--UNII:03Z015E4XN	PMC:12804188	biolink:mentions	UNII:03Z015E4XN	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12804188	differentiation	100.0	ng/mL	lung	human noggin (100 ng/mL)
PMC:12804188--mentions--CHEBI:91108	PMC:12804188	biolink:mentions	CHEBI:91108	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12804188	differentiation	10.0	µM	lung	SB431542 (10 µM)
PMC:12804188--mentions--NCBIGene:3503951	PMC:12804188	biolink:mentions	NCBIGene:3503951	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12804188	differentiation	0.05	µM	lung	ATRA (0.05 µM)
PMC:12804188--mentions--CHEBI:86193	PMC:12804188	biolink:mentions	CHEBI:86193	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12804188	differentiation	20.0	µM	lung	DAPT (20 µM)
PMC:12804188--mentions--CHEBI:92773	PMC:12804188	biolink:mentions	CHEBI:92773	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12804188	survival	10.0	µM	lung	Y27632 (10 µM)
PMC:12804188--mentions--Cellosaurus:CVCL_1240	PMC:12804188	biolink:mentions	Cellosaurus:CVCL_1240	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12804188				lung	
PMC:12805098--mentions--CHEBI:92773	PMC:12805098	biolink:mentions	CHEBI:92773	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12805098	inhibitor	20.0	μM	other	containing 20 × 10 −6 M Y27632 (Selleck)
PMC:12805098--mentions--CHEBI:91108	PMC:12805098	biolink:mentions	CHEBI:91108	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12805098	inhibitor	10.0	μM	other	
PMC:12805098--mentions--NCBIGene:115252306	PMC:12805098	biolink:mentions	NCBIGene:115252306	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12805098	growth factor	4.0	ng/ml	other	4 ng/ml −1 basic fibroblast growth factor (R&D Systems)
PMC:12805098--mentions--PR:000000165	PMC:12805098	biolink:mentions	PR:000000165	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12805098	growth factor	2.5	ng/ml	other	2.5 ng/ml −1 bone morphogenetic protein 4 (R&D Systems)
PMC:12805098--mentions--CHEBI:91387	PMC:12805098	biolink:mentions	CHEBI:91387	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12805098	inhibitor	200.0	ng/ml	other	200 ng/ml −1 LDN-193189 (bone morphogenetic protein inhibitor; Selleck)
PMC:12807866--mentions--CHEBI:28304	PMC:12807866	biolink:mentions	CHEBI:28304	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12807866	signaling factor	2.5	U/ml	pancreatic	2.5 U ml −1 heparin
PMC:12807866--mentions--CHEBI:75393	PMC:12807866	biolink:mentions	CHEBI:75393	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12807866	ROCK inhibitor	10.0	µM	pancreatic	10 µM Y-27632-dihydrochloride ROCK inhibitor
PMC:12807866--mentions--CHEBI:37537	PMC:12807866	biolink:mentions	CHEBI:37537	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12807866	signaling factor	16.0	nM	pancreatic	16 nM phorbol-12-myristate-13-acetate
PMC:12811101--mentions--NCBIGene:100136118	PMC:12811101	biolink:mentions	NCBIGene:100136118	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12811101				cerebral	
PMC:12811101--mentions--NCBIGene:397495	PMC:12811101	biolink:mentions	NCBIGene:397495	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12811101				cerebral	variation of growth factors, for example, BDNF, GDNF, or NT3, supporting neuronal maturation
PMC:12811101--mentions--NCBIGene:100322894	PMC:12811101	biolink:mentions	NCBIGene:100322894	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12811101				cerebral	variation of growth factors, for example, BDNF, GDNF, or NT3, supporting neuronal maturation
PMC:12811101--mentions--NCBIGene:5067522	PMC:12811101	biolink:mentions	NCBIGene:5067522	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12811101				cerebral	variation of growth factors, for example, BDNF, GDNF, or NT3, supporting neuronal maturation
PMC:12811101--mentions--NCBIGene:100313715	PMC:12811101	biolink:mentions	NCBIGene:100313715	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12811101				cerebral	
PMC:12811363--mentions--NCBIGene:1950	PMC:12811363	biolink:mentions	NCBIGene:1950	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12811363	growth factor	20.0	ng/ml	other	EGF (20 ng/ml)
PMC:12811363--mentions--NCBIGene:443306	PMC:12811363	biolink:mentions	NCBIGene:443306	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12811363	growth factor	20.0	ng/ml	other	FGF2 (20 ng/ml)
PMC:12811363--mentions--CHEBI:92773	PMC:12811363	biolink:mentions	CHEBI:92773	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12811363	inhibitor	10.0	µM	other	Y27632 (10 µM)
PMC:12811363--mentions--NCBIGene:778701	PMC:12811363	biolink:mentions	NCBIGene:778701	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12811363	signaling factor	50.0	ng/mL	other	Noggin (50 ng/mL)
PMC:12811363--mentions--NCBIGene:482208	PMC:12811363	biolink:mentions	NCBIGene:482208	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12811363	signaling factor	50.0	%	other	50% Wnt3a-conditioned medium
PMC:12811363--mentions--NCBIGene:469283	PMC:12811363	biolink:mentions	NCBIGene:469283	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12811363	signaling factor	100.0	ng/mL	other	R-Spondin-1 human (100 ng/mL)
PMC:12811363--mentions--NCBIGene:100525120	PMC:12811363	biolink:mentions	NCBIGene:100525120	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12811363	signaling factor	50.0	ng/mL	other	HGF (50 ng/mL)
PMC:12811363--mentions--NCBIGene:216049	PMC:12811363	biolink:mentions	NCBIGene:216049	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12811363	inhibitor	1.0	µM	other	DBZ (1 µM)
PMC:12811363--mentions--CHEBI:93891	PMC:12811363	biolink:mentions	CHEBI:93891	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12811363	signaling factor	10.0	µM	other	Forskolin (10 µM)
PMC:12811363--mentions--MESH:C087230	PMC:12811363	biolink:mentions	MESH:C087230	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12811363	signaling factor	5.0	nM	other	Heregulin β1 (5 nM)
PMC:12813125--mentions--NCBIGene:7446652	PMC:12813125	biolink:mentions	NCBIGene:7446652	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12813125	promote tumor survival and drug resistance			lung	activating downstream MAPK and PI3K/AKT/mTOR pathways that promote tumor survival and drug resistance
PMC:12816206--mentions--NCBIGene:1950	PMC:12816206	biolink:mentions	NCBIGene:1950	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12816206	proliferation			pancreatic	EGF and FGF10 sustain pancreatic progenitor proliferation
PMC:12816206--mentions--NCBIGene:582058	PMC:12816206	biolink:mentions	NCBIGene:582058	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12816206	proliferation			pancreatic	EGF and FGF10 sustain pancreatic progenitor proliferation
PMC:12816206--mentions--NCBIGene:482208	PMC:12816206	biolink:mentions	NCBIGene:482208	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12816206	stimulation			pancreatic	Wnt/β-catenin activators (RSPO1, Wnt3a, Noggin) stimulate ASCs via Lgr5
PMC:12816206--mentions--NCBIGene:778701	PMC:12816206	biolink:mentions	NCBIGene:778701	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12816206	stimulation			pancreatic	Wnt/β-catenin activators (RSPO1, Wnt3a, Noggin) stimulate ASCs via Lgr5
PMC:12816206--mentions--NCBIGene:100313715	PMC:12816206	biolink:mentions	NCBIGene:100313715	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12816206	stimulation			pancreatic	Wnt/β-catenin activators (RSPO1, Wnt3a, Noggin) stimulate ASCs via Lgr5
PMC:12816206--mentions--PUBCHEM.COMPOUND:44288444	PMC:12816206	biolink:mentions	PUBCHEM.COMPOUND:44288444	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12816206				pancreatic	Tumor tissue is minced and digested with collagenase, seeded into Matrigel, and developed into organoids using DMEM/F12, Wnt, A-8301, EGF, B27, R-Spondin, Nicotinamide, Noggin, FGF, and Gastrin.
PMC:12820250--mentions--PUBCHEM.COMPOUND:54671203	PMC:12820250	biolink:mentions	PUBCHEM.COMPOUND:54671203	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12820250	induce expression	200.0	ng/µl	other	iPSC were induced with doxycycline 200 ng/µl for 24 hours to induce the expression of MyoD and Baf60c.
PMC:12821291--mentions--CHEBI:92773	PMC:12821291	biolink:mentions	CHEBI:92773	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12821291	viability	10.0	µM	kidney	cultured in mTeSR medium containing 10 µM Y-27,632
PMC:12825330--mentions--CHEBI:137694	PMC:12825330	biolink:mentions	CHEBI:137694	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12825330	inhibitor	10.0	µ m	retinal	Rock Inhibitor (RI) (10µ m , Stem Cell Technologies, Y‐27632)
PMC:12825330--mentions--CHEBI:28304	PMC:12825330	biolink:mentions	CHEBI:28304	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12825330	supplement	2.0	µg mL-1	retinal	Heparin (2 µg mL −1 , SIGMA, H3149)
PMC:12825330--mentions--NCBIGene:100145044	PMC:12825330	biolink:mentions	NCBIGene:100145044	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12825330	supplement	10.0	%	retinal	supplemented with heat‐inactivated FBS (10%, Sigma–Aldrich, ES009‐B)
PMC:12825330--mentions--CHEBI:15891	PMC:12825330	biolink:mentions	CHEBI:15891	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12825330	supplement	100.0	µ m	retinal	
PMC:12825330--mentions--CHEBI:26536	PMC:12825330	biolink:mentions	CHEBI:26536	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12825330	supplement	1.0	µ m	retinal	supplemented with retinoic acid (1 µ m , Sigma, R2625, dissolved in DMSO)
PMC:12826098--mentions--NCBIGene:100195758	PMC:12826098	biolink:mentions	NCBIGene:100195758	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12826098	gradient			intestinal	exposed to a chemical gradient of SDF1 to induce collective migration
PMC:12826602--mentions--NCBIGene:397086	PMC:12826602	biolink:mentions	NCBIGene:397086	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12826602				cerebral	TNF-α
PMC:12826602--mentions--NCBIGene:100136039	PMC:12826602	biolink:mentions	NCBIGene:100136039	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12826602				cerebral	IL-8
PMC:12826602--mentions--NCBIGene:100313715	PMC:12826602	biolink:mentions	NCBIGene:100313715	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12826602				cerebral	
PMC:12828395--mentions--NCBIGene:1950	PMC:12828395	biolink:mentions	NCBIGene:1950	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12828395	recombinant mouse			gastric	recombinant mouse EGF
PMC:12828395--mentions--NCBIGene:100525086	PMC:12828395	biolink:mentions	NCBIGene:100525086	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12828395	recombinant human			gastric	recombinant human FGF10
PMC:12828395--mentions--NCBIGene:469283	PMC:12828395	biolink:mentions	NCBIGene:469283	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12828395	recombinant human			gastric	recombinant human R-Spondin1
PMC:12828395--mentions--NCBIGene:778701	PMC:12828395	biolink:mentions	NCBIGene:778701	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12828395	recombinant mouse			gastric	recombinant mouse Noggin
PMC:12828395--mentions--PUBCHEM.COMPOUND:44288444	PMC:12828395	biolink:mentions	PUBCHEM.COMPOUND:44288444	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12828395	human			gastric	human gastrin
PMC:12828948--mentions--NCBIGene:1950	PMC:12828948	biolink:mentions	NCBIGene:1950	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12828948				intestinal	EGF
PMC:12828948--mentions--NCBIGene:100313715	PMC:12828948	biolink:mentions	NCBIGene:100313715	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12828948				intestinal	R-Spondin
PMC:12828948--mentions--NCBIGene:778701	PMC:12828948	biolink:mentions	NCBIGene:778701	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12828948				intestinal	Noggin
PMC:12829165--mentions--CHEBI:81351	PMC:12829165	biolink:mentions	CHEBI:81351	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12829165	promotes gastrulation, while also suppressing Shh			pancreatic	activates BMP, FGF and Wingless-related integration site (WNT) signaling pathways to promote gastrulation, while also suppressing Shh
PMC:12829165--mentions--NCBIGene:443306	PMC:12829165	biolink:mentions	NCBIGene:443306	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12829165	maintains the expression levels of Pdx1			pancreatic	FGF2 maintains the expression levels of Pdx1
PMC:12829165--mentions--NCBIGene:100525086	PMC:12829165	biolink:mentions	NCBIGene:100525086	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12829165	stimulates the proliferation of pancreatic cells			pancreatic	FGF10, a mitogenic factor, stimulates the proliferation of pancreatic cells
PMC:12829165--mentions--NCBIGene:397281	PMC:12829165	biolink:mentions	NCBIGene:397281	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12829165	promotes the generation of Pdx1 + precursors			pancreatic	KGF (keratinocyte growth factor), alternatively known as FGF7, promotes the generation of Pdx1 + precursors
PMC:12829165--mentions--NCBIGene:778701	PMC:12829165	biolink:mentions	NCBIGene:778701	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12829165	prevents hepatic differentiation			pancreatic	Noggin, a BMP antagonist, which prevents hepatic differentiation
PMC:12829165--mentions--NCBIGene:100313715	PMC:12829165	biolink:mentions	NCBIGene:100313715	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12829165				pancreatic	
PMC:12829165--mentions--NCBIGene:100327037	PMC:12829165	biolink:mentions	NCBIGene:100327037	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12829165	drives metabolic maturation			pancreatic	WNT4 signaling drives metabolic maturation in HILOs
PMC:12829276--mentions--CHEBI:91091	PMC:12829276	biolink:mentions	CHEBI:91091	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12829276	agonist	8.0	μm	kidney	containing 8 μm CHIR99021
PMC:12829276--mentions--NCBIGene:396717	PMC:12829276	biolink:mentions	NCBIGene:396717	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12829276	growth factor	200.0	ng/mL	kidney	supplemented with 200 ng/mL recombinant human FGF9
PMC:12829276--mentions--CHEBI:28304	PMC:12829276	biolink:mentions	CHEBI:28304	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12829276	supplement	1.0	μg/mL	kidney	
PMC:12830083--mentions--CHEBI:75393	PMC:12830083	biolink:mentions	CHEBI:75393	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12830083		10.0	mM	other	10 mM Y‐27632 (0.5 μL)
PMC:12830083--mentions--CHEBI:233322	PMC:12830083	biolink:mentions	CHEBI:233322	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12830083		0.04	%	other	0.04% A‐83‐01
PMC:12830083--mentions--NCBIGene:778701	PMC:12830083	biolink:mentions	NCBIGene:778701	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12830083		2.0	%	other	2% Noggin
PMC:12830083--mentions--NCBIGene:100313715	PMC:12830083	biolink:mentions	NCBIGene:100313715	prediction	automated_agent	infores:organoid-protocol-atlas	PMC:12830083		10.0	%	other	10% R‐spondin
